salary_id,employee_id,amount,is_valid,valid_from,valid_to
127,72,92272,True,2023-06-27,9999-12-31
128,73,175333,False,2024-07-12,2025-04-06
129,73,189971,True,2025-04-07,9999-12-31
130,74,86189,True,2024-04-06,9999-12-31
131,75,89520,False,2024-01-01,2024-11-02
132,75,92664,True,2024-11-03,9999-12-31
133,76,75406,True,2025-01-03,9999-12-31
134,77,175512,False,2019-04-22,2020-01-17
135,77,196113,False,2020-01-18,2020-09-10
136,77,206832,True,2020-09-11,9999-12-31
137,78,126086,False,2022-03-20,2023-02-18
138,78,138611,False,2023-02-19,2023-10-03
139,78,150144,False,2023-10-04,2024-04-19
140,78,160524,True,2024-04-20,9999-12-31
141,79,162169,False,2019-03-16,2019-10-07
142,79,177988,False,2019-10-08,2020-09-07
143,79,197095,False,2020-09-08,2021-05-16
144,79,213178,True,2021-05-17,9999-12-31
145,80,61422,False,2025-10-26,2026-05-17
146,80,63434,True,2026-05-18,9999-12-31
147,81,160283,True,2023-02-18,9999-12-31
148,82,82856,True,2024-01-23,9999-12-31
149,83,106187,False,2017-05-15,2018-05-15
150,83,109852,False,2018-05-16,2018-11-19
151,83,113425,True,2018-11-20,9999-12-31
152,84,234419,False,2024-01-26,2025-01-24
153,84,247337,True,2025-01-25,9999-12-31
154,85,133701,False,2014-12-24,2015-07-18
155,85,149468,True,2015-07-19,9999-12-31
156,86,85890,True,2014-07-20,9999-12-31
157,87,56247,False,2025-05-21,2025-12-20
158,87,67547,True,2025-12-21,9999-12-31
159,88,45182,False,2023-12-31,2024-10-29
160,88,50052,True,2024-10-30,9999-12-31
161,89,130099,True,2024-09-30,9999-12-31
162,90,130358,False,2023-11-21,2026-05-17
163,91,201491,False,2025-06-28,2026-05-17
164,91,217932,True,2026-05-18,9999-12-31
165,92,75240,True,2019-06-14,9999-12-31
166,93,47646,False,2025-03-31,2026-03-30
167,93,48517,False,2026-03-31,2026-05-17
168,93,49416,True,2026-05-18,9999-12-31
169,94,229939,True,2017-12-07,9999-12-31
170,95,86149,True,2025-04-25,9999-12-31
171,96,187115,False,2018-02-19,2018-10-01
172,96,197430,False,2018-10-02,2021-12-26
173,97,107372,True,2024-04-12,9999-12-31
174,98,90224,True,2022-08-08,9999-12-31
175,99,108087,False,2024-08-03,2025-06-06
176,99,120676,False,2025-06-07,2026-05-17
177,99,130443,False,2026-05-18,2026-05-17
178,100,99357,False,2022-08-24,2026-05-17
179,101,53023,False,2022-11-08,2026-05-17
180,102,103402,True,2024-09-08,9999-12-31
181,103,64870,False,2022-09-13,2026-05-17
182,104,196434,True,2020-08-24,9999-12-31
183,105,128308,False,2022-05-30,2023-04-03
184,105,136390,False,2023-04-04,2024-03-18
185,105,150130,True,2024-03-19,9999-12-31
186,106,80919,False,2023-06-09,2025-09-28
187,107,95702,True,2024-12-15,9999-12-31
188,108,171116,False,2025-07-09,2026-05-17
189,109,117338,False,2024-03-16,2025-03-14
190,109,130985,False,2025-03-15,2026-05-17
191,110,172404,True,2015-04-03,9999-12-31
192,111,84523,False,2023-06-08,2024-04-25
193,111,89230,False,2024-04-26,2024-12-02
194,111,96753,True,2024-12-03,9999-12-31
195,112,54749,False,2022-08-25,2023-08-19
196,112,57540,True,2023-08-20,9999-12-31
197,113,124533,False,2023-07-07,2024-03-04
198,113,125466,False,2024-03-05,2024-12-11
199,113,129687,False,2024-12-12,2025-07-23
200,113,130693,True,2025-07-24,9999-12-31
201,114,107754,False,2024-07-18,2026-05-17
202,115,172551,False,2026-03-07,2026-05-17
203,115,190837,False,2026-05-18,2026-05-17
204,115,200730,True,2026-05-18,9999-12-31
205,116,167062,True,2022-05-22,9999-12-31
206,117,50625,True,2026-02-06,9999-12-31
207,118,190463,False,2025-11-19,2026-05-17
208,118,206976,False,2026-05-18,2026-05-17
209,118,222825,False,2026-05-18,2026-05-17
210,118,234966,False,2026-05-18,2026-05-17
211,119,117655,False,2025-01-18,2025-07-27
212,119,123985,True,2025-07-28,9999-12-31
213,120,76092,False,2017-08-22,2018-03-25
214,120,77467,False,2018-03-26,2018-10-27
215,120,77730,False,2018-10-28,2019-10-01
216,120,80218,True,2019-10-02,9999-12-31
217,121,73701,False,2025-03-30,2026-01-21
218,121,78515,True,2026-01-22,9999-12-31
219,122,190577,False,2021-12-25,2022-11-11
220,122,260664,False,2022-11-12,2023-09-12
221,122,339884,True,2023-09-13,9999-12-31
222,123,57599,False,2024-04-29,2025-01-10
223,123,58847,False,2025-01-11,2026-05-17
224,124,135787,False,2024-11-28,2025-08-08
225,125,79449,False,2022-05-22,2023-03-18
226,125,83491,False,2023-03-19,2022-08-10
227,126,215510,False,2026-02-17,2026-05-17
228,126,227812,False,2026-05-18,2026-05-17
229,126,247596,True,2026-05-18,9999-12-31
230,127,186483,False,2024-02-21,2024-12-23
231,127,203048,False,2024-12-24,2025-07-29
232,127,222970,True,2025-07-30,9999-12-31
233,128,77675,False,2022-05-31,2022-12-16
234,128,79510,True,2022-12-17,9999-12-31
235,129,89581,True,2025-11-27,9999-12-31
236,130,111429,True,2014-10-21,9999-12-31
237,131,105385,True,2024-08-01,9999-12-31
238,132,99136,False,2014-11-16,2015-09-27
239,132,101958,False,2015-09-28,2017-08-24
240,133,104452,False,2025-07-27,2026-05-17
241,133,115503,True,2026-05-18,9999-12-31
242,134,91267,True,2023-10-21,9999-12-31
243,135,75152,False,2022-10-14,2023-06-29
244,135,84145,False,2023-06-30,2024-06-13
245,135,90797,True,2024-06-14,9999-12-31
246,136,86552,True,2024-11-13,9999-12-31
247,137,253579,True,2016-03-24,9999-12-31
248,138,142992,True,2016-04-28,9999-12-31
249,139,107187,False,2019-04-28,2020-02-26
250,139,124350,False,2020-02-27,2019-11-07
251,140,121346,False,2026-01-26,2026-05-17
252,140,132856,False,2026-05-18,2026-05-17
253,140,141632,False,2026-05-18,2026-05-17
254,141,113543,False,2025-01-19,2025-08-01
255,142,72907,False,2023-01-04,2023-09-18
256,142,73879,True,2023-09-19,9999-12-31
257,143,77922,False,2024-11-02,2025-05-14
258,143,82233,False,2025-05-15,2026-03-24
259,143,86426,False,2026-03-25,2026-05-17
260,144,91516,False,2023-03-04,2026-05-17
261,145,63149,True,2018-01-13,9999-12-31
262,146,105213,False,2022-06-20,2023-04-06
263,146,118442,False,2023-04-07,2023-12-25
264,146,130671,True,2023-12-26,9999-12-31
265,147,73053,True,2018-04-24,9999-12-31
266,148,79864,True,2023-08-27,9999-12-31
267,149,129536,True,2024-05-30,9999-12-31
268,150,96126,True,2026-02-17,9999-12-31
269,151,133191,False,2026-01-07,2026-05-17
270,151,146533,False,2026-05-18,2026-05-17
271,151,154417,False,2026-05-18,2026-05-17
272,152,278179,True,2025-12-03,9999-12-31
273,153,82981,True,2015-09-04,9999-12-31
274,154,73823,False,2025-04-15,2026-01-18
275,154,86688,False,2026-01-19,2026-05-17
276,154,99087,True,2026-05-18,9999-12-31
277,155,129327,False,2024-10-18,2025-09-30
278,155,180283,True,2025-10-01,9999-12-31
279,156,158919,True,2018-12-30,9999-12-31
280,157,119310,True,2017-06-06,9999-12-31
281,158,99075,False,2020-08-11,2021-03-09
282,158,107982,True,2021-03-10,9999-12-31
283,159,46855,False,2025-04-02,2025-11-18
284,159,50511,False,2025-11-19,2026-05-17
285,160,57440,False,2024-02-06,2024-11-21
286,160,69505,True,2024-11-22,9999-12-31
287,161,175223,True,2023-08-18,9999-12-31
288,162,134614,False,2025-03-04,2026-02-05
289,162,142822,True,2026-02-06,9999-12-31
290,163,108271,False,2025-01-15,2025-08-07
291,163,133552,False,2025-08-08,2026-05-17
292,163,148210,False,2026-05-18,2026-05-17
293,164,98999,True,2025-02-28,9999-12-31
294,165,93100,False,2023-02-21,2023-11-25
295,165,98428,False,2023-11-26,2024-07-01
296,165,107875,False,2024-07-02,2025-01-27
297,165,118494,True,2025-01-28,9999-12-31
298,166,224889,False,2023-05-09,2024-02-05
299,166,243672,True,2024-02-06,9999-12-31
300,167,191272,False,2021-03-15,2022-05-30
301,168,115498,False,2025-09-16,2026-05-17
302,168,127765,True,2026-05-18,9999-12-31
303,169,139739,False,2016-11-23,2017-06-04
304,169,149210,True,2017-06-05,9999-12-31
305,170,179807,True,2024-12-28,9999-12-31
306,171,66962,False,2024-02-21,2024-11-10
307,171,73283,False,2024-11-11,2026-05-17
308,172,108416,True,2020-01-19,9999-12-31
309,173,194898,False,2015-05-23,2016-02-12
310,173,215364,True,2016-02-13,9999-12-31
311,174,117726,False,2021-12-20,2022-12-19
312,174,164390,False,2022-12-20,2023-10-04
313,174,210895,True,2023-10-05,9999-12-31
314,175,143615,True,2024-03-12,9999-12-31
315,176,101829,False,2023-08-13,2024-07-15
316,176,106945,False,2024-07-16,2023-10-15
317,177,52136,False,2022-06-21,2023-01-06
318,177,62942,True,2023-01-07,9999-12-31
319,178,108332,True,2021-09-16,9999-12-31
320,179,91156,False,2024-01-12,2024-09-13
321,179,100310,False,2024-09-14,2025-09-05
322,179,108457,True,2025-09-06,9999-12-31
323,180,46072,False,2025-03-31,2026-05-17
324,181,185156,False,2023-12-21,2024-08-31
325,181,249261,False,2024-09-01,2025-07-08
326,181,300179,True,2025-07-09,9999-12-31
327,182,144284,False,2022-08-16,2023-08-08
328,182,154733,True,2023-08-09,9999-12-31
329,183,180296,False,2019-06-23,2020-03-23
330,183,186291,False,2020-03-24,2020-12-27
331,183,188351,False,2020-12-28,2020-05-26
332,184,122717,True,2026-03-16,9999-12-31
333,185,64947,True,2014-12-23,9999-12-31
334,186,66007,True,2025-10-07,9999-12-31
335,187,178609,False,2023-12-28,2026-05-17
336,188,86324,True,2024-10-02,9999-12-31
337,189,146687,False,2025-08-19,2026-04-03
338,189,151712,False,2026-04-04,2026-05-17
339,190,195697,True,2025-09-11,9999-12-31
340,191,64781,False,2025-12-17,2026-05-17
341,191,72007,True,2026-05-18,9999-12-31
342,192,267776,True,2017-06-26,9999-12-31
343,193,306732,True,2022-01-09,9999-12-31
344,194,81811,False,2021-11-23,2022-08-13
345,194,90070,True,2022-08-14,9999-12-31
346,195,205343,True,2015-04-21,9999-12-31
347,196,92189,False,2023-06-17,2026-05-17
348,197,231910,False,2020-11-08,2021-06-07
349,197,256464,True,2021-06-08,9999-12-31
350,198,241445,False,2017-02-23,2017-08-31
351,198,267370,False,2017-09-01,2018-06-27
352,198,327957,True,2018-06-28,9999-12-31
353,199,138436,True,2016-12-09,9999-12-31
354,200,83332,False,2023-09-12,2024-05-21
355,200,97874,False,2024-05-22,2025-03-02
356,200,120103,False,2025-03-03,2025-09-15
357,200,145384,False,2025-09-16,2026-05-17
358,201,166302,False,2022-08-15,2023-07-30
359,201,183133,False,2023-07-31,2024-02-15
360,202,81172,False,2025-03-25,2026-02-20
361,202,88747,True,2026-02-21,9999-12-31
362,203,157129,True,2022-09-20,9999-12-31
363,204,257467,False,2020-02-05,2020-09-06
364,204,311319,False,2020-09-07,2021-03-30
365,204,345007,False,2021-03-31,2025-07-19
366,205,115595,True,2023-06-01,9999-12-31
367,206,100389,False,2025-05-13,2026-05-17
368,207,94259,False,2024-10-14,2026-05-17
369,208,155395,False,2023-04-02,2024-01-15
370,208,192830,True,2024-01-16,9999-12-31
371,209,133435,False,2022-06-28,2023-01-10
372,209,146932,False,2023-01-11,2023-12-01
373,209,175159,False,2023-12-02,2024-07-12
374,209,197298,True,2024-07-13,9999-12-31
375,210,126203,True,2025-02-02,9999-12-31
376,211,56076,False,2023-01-13,2023-09-22
377,211,57854,False,2023-09-23,2024-04-09
378,211,59390,True,2024-04-10,9999-12-31
379,212,214223,False,2022-11-19,2023-10-25
380,212,236955,False,2023-10-26,2024-06-20
381,212,283842,False,2024-06-21,2025-06-01
382,212,346102,True,2025-06-02,9999-12-31
383,213,156700,True,2014-09-12,9999-12-31
384,214,256488,True,2021-02-22,9999-12-31
385,215,91036,False,2024-12-11,2026-05-17
386,216,195672,False,2019-11-30,2026-03-26
387,217,115029,False,2023-11-21,2024-07-17
388,217,143827,True,2024-07-18,9999-12-31
389,218,42214,False,2023-09-06,2024-05-11
390,218,43549,False,2024-05-12,2025-02-06
391,218,45183,True,2025-02-07,9999-12-31
392,219,95817,True,2023-05-26,9999-12-31
393,220,136452,False,2024-05-23,2024-10-25
394,221,106167,True,2023-05-12,9999-12-31
395,222,108958,False,2018-07-28,2019-04-20
396,222,110729,False,2019-04-21,2019-12-20
397,222,114789,False,2019-12-21,2019-03-30
398,223,125137,False,2025-11-10,2026-05-17
399,223,133833,False,2026-05-18,2026-05-17
400,223,144966,True,2026-05-18,9999-12-31
401,224,214902,True,2014-09-30,9999-12-31
402,225,54327,False,2025-09-24,2026-04-18
403,225,58344,True,2026-04-19,9999-12-31
404,226,121652,False,2017-03-27,2018-01-11
405,226,134085,False,2018-01-12,2018-10-26
406,226,140856,False,2018-10-27,2019-08-11
407,227,72411,False,2022-10-31,2024-04-04
408,228,73082,True,2022-10-07,9999-12-31
409,229,100920,False,2024-10-18,2025-08-27
410,229,112595,False,2025-08-28,2025-02-01
411,230,114974,True,2024-03-15,9999-12-31
412,231,94466,True,2021-04-26,9999-12-31
413,232,94330,False,2025-01-30,2026-05-08
414,233,92912,False,2025-09-02,2026-04-04
415,233,99945,True,2026-04-05,9999-12-31
416,234,81116,True,2024-09-28,9999-12-31
417,235,199519,True,2022-09-27,9999-12-31
418,236,94192,False,2025-02-09,2026-05-17
419,237,70064,True,2026-04-23,9999-12-31
420,238,80114,False,2024-07-03,2025-04-19
421,238,100161,True,2025-04-20,9999-12-31
422,239,52728,False,2024-05-25,2025-03-30
423,240,91546,False,2025-10-09,2026-05-17
424,241,83833,True,2019-07-30,9999-12-31
425,242,195905,True,2025-01-26,9999-12-31
426,243,52314,False,2022-12-26,2023-09-05
427,243,56113,False,2023-09-06,2024-04-15
428,243,61919,True,2024-04-16,9999-12-31
429,244,367470,True,2020-08-19,9999-12-31
430,245,140970,True,2025-08-09,9999-12-31
431,246,160562,True,2020-03-05,9999-12-31
432,247,67699,False,2025-04-19,2025-10-26
433,247,67878,True,2025-10-27,9999-12-31
434,248,153868,False,2025-10-12,2026-05-17
435,248,170127,True,2026-05-18,9999-12-31
436,249,62367,False,2025-11-25,2026-05-17
437,249,65749,False,2026-05-18,2026-05-17
438,250,94757,False,2024-03-25,2024-11-01
439,250,104222,False,2024-11-02,2026-05-17
440,251,54231,True,2023-11-21,9999-12-31
441,252,223867,True,2024-08-01,9999-12-31
442,253,106990,True,2016-12-01,9999-12-31
443,254,175879,True,2017-09-23,9999-12-31
444,255,75220,False,2025-11-22,2026-05-17
445,255,79777,True,2026-05-18,9999-12-31
446,256,71803,True,2024-06-09,9999-12-31
447,257,168888,False,2023-05-04,2026-01-30
448,258,101752,False,2024-08-05,2026-05-17
449,259,264267,False,2020-02-01,2020-09-02
450,259,284690,False,2020-09-03,2021-04-29
451,259,308953,True,2021-04-30,9999-12-31
452,260,160050,False,2023-11-21,2024-10-16
453,260,169152,True,2024-10-17,9999-12-31
454,261,37526,False,2023-04-05,2023-12-09
455,261,38234,False,2023-12-10,2026-02-22
456,262,144203,False,2022-05-05,2023-03-23
457,262,165855,False,2023-03-24,2026-05-17
458,263,137936,False,2021-01-05,2021-07-21
459,263,146987,False,2021-07-22,2022-06-03
460,263,162776,True,2022-06-04,9999-12-31
461,264,83094,True,2026-05-12,9999-12-31
462,265,152781,True,2018-08-05,9999-12-31
463,266,106806,True,2023-08-07,9999-12-31
464,267,142686,False,2025-04-04,2026-03-23
465,267,150818,False,2026-03-24,2026-05-17
466,268,166744,False,2023-04-16,2023-12-15
467,268,188883,True,2023-12-16,9999-12-31
468,269,53110,False,2023-03-29,2023-10-19
469,269,55771,False,2023-10-20,2024-08-08
470,269,59666,True,2024-08-09,9999-12-31
471,270,175433,False,2023-01-25,2023-11-23
472,270,175962,True,2023-11-24,9999-12-31
473,271,63546,False,2023-07-04,2026-05-17
474,272,100042,False,2016-09-13,2017-06-17
475,272,107908,False,2017-06-18,2018-05-31
476,272,113887,True,2018-06-01,9999-12-31
477,273,167367,False,2016-07-11,2017-03-09
478,273,184763,False,2017-03-10,2017-10-29
479,273,198980,False,2017-10-30,2018-09-21
480,273,213796,True,2018-09-22,9999-12-31
481,274,161145,False,2020-10-13,2021-09-02
482,274,179409,False,2021-09-03,2022-06-02
483,274,192154,True,2022-06-03,9999-12-31
484,275,129142,True,2026-01-24,9999-12-31
485,276,113054,False,2022-09-28,2025-07-11
486,277,79819,False,2025-11-05,2026-05-17
487,278,188430,False,2024-11-05,2025-06-06
488,278,198376,True,2025-06-07,9999-12-31
489,279,41988,False,2024-04-01,2026-05-17
490,280,140371,False,2016-08-02,2020-02-23
491,281,50156,False,2026-02-19,2026-05-17
492,281,59021,False,2026-05-18,2026-05-17
493,282,164624,False,2024-03-28,2025-02-28
494,282,175434,False,2025-03-01,2026-05-17
495,283,105357,False,2022-09-02,2024-11-05
496,284,63478,False,2022-12-20,2023-12-23
497,285,106265,False,2018-01-07,2018-10-17
498,285,114845,True,2018-10-18,9999-12-31
499,286,91505,False,2024-08-09,2025-05-29
500,286,99703,False,2025-05-30,2026-03-27
501,286,110427,False,2026-03-28,2026-05-17
502,287,103269,False,2021-07-11,2025-07-24
503,288,65843,False,2023-09-06,2024-06-06
504,288,68018,True,2024-06-07,9999-12-31
505,289,100067,True,2026-01-03,9999-12-31
506,290,57037,False,2024-09-22,2025-08-24
507,290,58724,True,2025-08-25,9999-12-31
508,291,76386,True,2021-03-13,9999-12-31
509,292,331482,False,2025-11-23,2026-05-17
510,292,379991,True,2026-05-18,9999-12-31
511,293,103432,False,2023-07-12,2024-03-23
512,293,104833,True,2024-03-24,9999-12-31
513,294,175663,False,2017-07-19,2018-07-18
514,294,193367,True,2018-07-19,9999-12-31
515,295,272553,False,2017-04-02,2018-02-26
516,295,368514,False,2018-02-27,2018-12-16
517,295,486321,False,2018-12-17,2019-12-17
518,295,634822,True,2019-12-18,9999-12-31
519,296,128435,True,2016-04-02,9999-12-31
520,297,117361,True,2025-02-17,9999-12-31
521,298,102090,False,2022-07-03,2023-03-29
522,298,109492,True,2023-03-30,9999-12-31
523,299,57135,True,2023-07-04,9999-12-31
524,300,95304,False,2025-02-14,2025-12-12
525,300,98617,False,2025-12-13,2026-05-17
526,301,130801,False,2023-11-14,2024-07-01
527,301,162743,False,2024-07-02,2025-01-27
528,301,199479,False,2025-01-28,2025-12-02
529,301,242559,True,2025-12-03,9999-12-31
530,302,166965,False,2025-08-03,2026-05-17
531,303,138873,False,2022-10-31,2023-07-07
532,303,147992,True,2023-07-08,9999-12-31
533,304,166299,False,2016-02-29,2016-10-26
534,304,177423,False,2016-10-27,2022-06-05
535,305,154288,False,2022-12-10,2023-08-28
536,305,169865,True,2023-08-29,9999-12-31
537,306,261790,False,2023-11-20,2024-06-03
538,306,284672,True,2024-06-04,9999-12-31
539,307,139285,False,2024-04-06,2025-03-28
540,307,141209,True,2025-03-29,9999-12-31
541,308,153725,False,2015-11-13,2016-10-02
542,308,165784,False,2016-10-03,2019-05-06
543,309,174608,True,2019-03-16,9999-12-31
544,310,100651,True,2020-11-07,9999-12-31
545,311,52822,False,2024-10-06,2026-05-17
546,312,176485,True,2023-08-30,9999-12-31
547,313,89289,True,2022-09-27,9999-12-31
548,314,179091,True,2025-10-13,9999-12-31
549,315,104526,False,2014-11-09,2015-10-08
550,315,110228,True,2015-10-09,9999-12-31
551,316,82374,False,2024-06-13,2026-05-17
552,317,213942,False,2017-09-17,2018-06-30
553,317,221188,True,2018-07-01,9999-12-31
554,318,152002,False,2024-11-29,2025-09-07
555,318,197565,True,2025-09-08,9999-12-31
556,319,303511,True,2015-06-20,9999-12-31
557,320,183550,False,2018-05-16,2019-04-30
558,320,195992,False,2019-05-01,2020-01-27
559,320,219147,True,2020-01-28,9999-12-31
560,321,72322,True,2016-04-20,9999-12-31
561,322,178590,True,2020-04-26,9999-12-31
562,323,142839,False,2025-06-01,2026-05-17
563,324,142551,False,2015-06-06,2016-05-25
564,324,150990,False,2016-05-26,2017-03-08
565,324,161098,True,2017-03-09,9999-12-31
566,325,189141,True,2015-10-07,9999-12-31
567,326,42490,False,2024-06-06,2025-03-17
568,326,43827,True,2025-03-18,9999-12-31
569,327,81038,False,2025-11-07,2026-05-17
570,327,100253,False,2026-05-18,2026-05-17
571,328,127152,False,2015-01-09,2016-01-01
572,328,127995,False,2016-01-02,2016-07-30
573,328,131500,False,2016-07-31,2015-07-17
574,329,161818,False,2021-11-05,2026-05-17
575,330,94988,False,2019-09-05,2020-08-23
576,330,100268,True,2020-08-24,9999-12-31
577,331,181804,False,2017-07-30,2018-03-20
578,331,203534,False,2018-03-21,2018-09-20
579,331,225225,True,2018-09-21,9999-12-31
580,332,157412,True,2017-10-30,9999-12-31
581,333,85603,True,2022-06-28,9999-12-31
582,334,52386,True,2023-05-01,9999-12-31
583,335,84622,False,2024-07-29,2026-05-17
584,336,154236,False,2015-06-29,2016-06-17
585,336,167339,False,2016-06-18,2015-10-14
586,337,109247,False,2026-02-28,2026-05-17
587,337,127957,True,2026-05-18,9999-12-31
588,338,43693,False,2026-02-07,2026-05-17
589,339,113281,False,2022-11-02,2023-07-20
590,339,137183,True,2023-07-21,9999-12-31
591,340,96348,True,2020-02-29,9999-12-31
592,341,126524,False,2019-11-09,2020-08-14
593,341,141337,False,2020-08-15,2021-06-19
594,341,150246,True,2021-06-20,9999-12-31
595,342,128612,False,2016-08-29,2017-05-05
596,342,137325,True,2017-05-06,9999-12-31
597,343,233283,False,2023-05-01,2023-12-30
598,343,284008,True,2023-12-31,9999-12-31
599,344,225395,False,2015-03-18,2016-01-24
600,344,275725,True,2016-01-25,9999-12-31
601,345,320495,True,2025-08-01,9999-12-31
602,346,140588,True,2025-08-27,9999-12-31
603,347,106470,False,2023-07-27,2024-04-08
604,347,119141,False,2024-04-09,2026-05-17
605,348,51576,False,2026-05-15,2026-05-17
606,349,90157,False,2022-12-20,2023-07-18
